JAVA高级开发工程师,福建票付通信息科技有限公司,福州-鼓楼区,1.2-1.7万/月,12-04
Java开发工程师,福建大道之行教育科技有限公司,福州-鼓楼区,0.8-1.2万/月,12-04
DBA高级工程师,长威信息科技发展股份有限公司,福州,1.3-1.8万/月,12-04
算法工程师,长威信息科技发展股份有限公司,福州,3.5-4.5千/月,12-04
数据分析师,长威信息科技发展股份有限公司,福州,0.9-1.8万/月,12-04
智慧运维研发部部门经理,长威信息科技发展股份有限公司,福州,1.6-2.2万/月,12-04
算法工程师,长威信息科技发展股份有限公司,福州,1.1-2.2万/月,12-04
人工智能开发工程师,长威信息科技发展股份有限公司,福州,0.9-1.8万/月,12-04
云集成系统工程师,长威信息科技发展股份有限公司,福州,0.9-1.8万/月,12-04
数据工程师,厦门点触科技股份有限公司,异地招聘,1.5-2.5万/月,12-04
JAVA开发10-15K入职即五险一金,福建中海创科技有限责任公司,福州-仓山区,1-1.5万/月,12-04
系统集成技术经理15-25K入职即5险1金,福建中海创科技有限责任公司,福州-仓山区,1.5-2.5万/月,12-04
数据分析实习生,福州咸鱼科技有限公司,福州,3-4.5千/月,12-04
项目实施工程师,福建顶点软件股份有限公司,福州,0.6-1.2万/月,12-04
高级JAVA开发工程师,福建顶点软件股份有限公司,福州,1-1.5万/月,12-04
项目管理高级工程师,福建新大陆软件工程有限公司,福州,0.9-1.8万/月,12-04
架构设计高级工程师,福建新大陆软件工程有限公司,福州,1.5-3万/月,12-04
高级产品经理,福建新大陆软件工程有限公司,福州,1.5-3万/月,12-04
数据分析中级工程师,福建新大陆软件工程有限公司,福州,1-1.8万/月,12-04
咨询中级工程师,福建新大陆软件工程有限公司,福州,0.9-1.5万/月,12-04
福建业务中心-应用软件研发总监,杭州海康威视数字技术股份有限公司...,福州-鼓楼区,2-3万/月,12-04
福建业务中心-应用软件开发总监,杭州海康威视数字技术股份有限公司...,福州-鼓楼区,2-3万/月,12-04
五险双休标注文员,福建省汉鼎企业管理咨询有限公司,福州-鼓楼区,3.2-5.5千/月,12-04
前端开发工程师,亚信科技（中国）有限公司,福州-台江区,1.3-2万/月,12-04
信息流优化师,百度营销（福建）服务中心,福州-仓山区,0.5-1万/月,12-03
AI智慧云端高校软件销售经理,北京龙远鼎晟科技有限公司,福州,0.6-1万/月,12-03
web前端开发工程师（掌数科技）,福建新意科技有限公司,福州,0.8-1.2万/月,12-03
高级数据库开发工程师,福建新意科技有限公司,福州,1-2万/月,12-03
技术总监,福建隆恒实业集团,福州,1-1.5万/月,12-03
总经理助理,福建隆恒实业集团,福州,0.7-1万/月,12-03
前台接待,福建隆恒实业集团,福州-长乐市,4.5-6千/月,12-03
软件自动化测试工程师,福建网龙计算机网络信息技术有限公...,福州,1-1.5万/月,12-03
高级系统工程师,福建网龙计算机网络信息技术有限公...,福州,1.1-2万/月,12-03
软件测试工程师,福建网龙计算机网络信息技术有限公...,福州,1-1.5万/月,12-03
Spark开发/研发工程师,南威软件集团,福州,0.9-1.8万/月,12-03
软件项目经理,南威软件集团,福州,0.8-1.5万/月,12-03
数据挖掘工程师,南威软件集团,福州-鼓楼区,0.8-1.6万/月,12-03
售前工程师,南威软件集团,福州-鼓楼区,1-1.5万/月,12-03
Java软件工程师,南威软件集团,福州-鼓楼区,0.6-1万/月,12-03
子公司总经理,南威软件集团,福州-平潭县,1-2万/月,12-03
DBA/数据库研发工程师,南威软件集团,福州-鼓楼区,0.9-1.8万/月,12-03
英语 Java开发项目组长,福建四合文化传媒有限公司,福州-仓山区,2-3万/月,12-03
云计算售前工程师,福建升腾资讯有限公司,福州,0.6-1.5万/月,12-03
Java中级开发工程师,亚信科技（成都）有限公司,福州-鼓楼区,1-2万/月,12-03
渠道经理（教育行业）,三盟科技股份有限公司,福州,0.8-1.2万/月,12-02
销售代表/课程顾问（包住+五险）,福州好孕妈妈教育咨询有限公司,福州-鼓楼区,0.8-1万/月,12-02
销售经理（数字城市）,福建中锐网络股份有限公司,福州-闽侯县,1-1.8万/月,12-02
测试工程师,福建中锐网络股份有限公司,福州-闽侯县,4-6千/月,12-02
算法工程师,北京电旗通讯技术股份有限公司,福州-台江区,0.8-1.5万/月,11-29
高级销售经理,福建三元达控股有限公司,福州-鼓楼区,1-2万/月,11-29
库存分析师 - 数据分析需求预测,百美（福州）贸易有限公司,福州,0.5-1万/月,11-29
数据统计专员,百美（福州）贸易有限公司,福州,4-6千/月,11-29
高级数据测试工程师,福州龙腾简合网络技术有限公司,福州,1-1.5万/月,11-28
政府行业销售经理（福州）,山石网科通信技术股份有限公司,福州,0.6-1.2万/月,11-26
医疗行业销售经理（福州）,山石网科通信技术股份有限公司,福州,0.6-1.2万/月,11-26
区块链项目开发人员,福建华超信息科技有限公司,福州,1-1.5万/月,11-25
子公司总经理,德泊（福州）企业管理咨询有限公司...,福州-鼓楼区,20-50万/年,11-24
事业部总经理,德泊（福州）企业管理咨询有限公司...,福州-鼓楼区,2-3万/月,11-24
ETL高级工程师,福建省三福百货有限公司,福州,0.6-1.2万/月,11-23
大客户销售（福建区域）,杭州云嘉云计算有限公司,福州,0.7-2.5万/月,11-22
2020届校招店长工程—福州,福建苏宁易购商贸有限公司,福州-台江区,5.5-8千/月,11-18
Java开发工程师（微服务方向）,中国移动通信集团设计院有限公司浙...,福州-台江区,15-25万/年,11-16
PHP开发工程师,福州四九八网络科技有限公司,福州,6-8千/月,11-15
java开发工程师,福州四九八网络科技有限公司,福州,0.6-1万/月,11-15
PHP工程师,福州四九八网络科技有限公司,福州,1-1.5万/月,11-15
Java开发工程师,深圳乐通信息技术有限公司,福州-闽侯县,1.2-1.5万/月,11-11
数据仓库实施工程师,福建华超信息科技有限公司,福州-鼓楼区,0.8-1.2万/月,11-11
Java中级开发工程师,天目数据（福建）科技有限公司,福州-鼓楼区,1-1.5万/月,11-09
前端开发工程师,天目数据（福建）科技有限公司,福州-鼓楼区,0.8-1.3万/月,11-09
销售经理（福建）,上海明据信息科技有限公司,异地招聘,4-8千/月,11-08
气相色谱仪销售（福建）,上海明据信息科技有限公司,异地招聘,4-8千/月,11-08
销售专员（福建）,上海明据信息科技有限公司,福州-鼓楼区,4-8千/月,11-08
销售工程师（福建）,上海明据信息科技有限公司,福州-鼓楼区,4-8千/月,11-08
销售专员,上海明据信息科技有限公司,异地招聘,4-8千/月,11-08
校园代表,安徽七天教育科技有限公司,福州-福清市,0.8-1万/月,11-02
市场营销经理,北京新大陆时代教育科技有限公司,福州,1-1.5万/月,10-29
市场营销总监,北京新大陆时代教育科技有限公司,福州,2-2.5万/月,10-29
营销经理（高级售前）,北京新大陆时代教育科技有限公司,福州,1-1.5万/月,10-29
交付主机工程师,北京银信长远科技股份有限公司,福州-鼓楼区,0.8-1.2万/月,10-28
开源数据库工程师,北京银信长远科技股份有限公司,福州-鼓楼区,1-1.5万/月,10-28
CS福州管理培训生,上海高顿企业管理咨询有限公司福州...,福州-鼓楼区,3-4千/月,10-24
Java开发工程师,福建睿思特科技股份有限公司,福州-鼓楼区,0.6-1万/月,10-24
开发组长,福建睿思特科技股份有限公司,福州-鼓楼区,0.8-1.5万/月,10-24
软件开发工程师,福建睿思特科技股份有限公司,福州-鼓楼区,0.5-1.2万/月,10-24
运维工程师,福建紫讯信息科技有限公司,福州-鼓楼区,4-6千/月,10-22
遥感数据分析师,福建中量智汇科技有限公司,福州-马尾区,1-2万/月,10-18
售前工程师,福建亿策金点在线教育科技有限公司...,福州,0.8-1.5万/月,10-17
渠道专员/经理,福建亿策金点在线教育科技有限公司...,福州,0.6-1.2万/月,10-17
售前工程师,福建亿策金点在线教育科技有限公司...,异地招聘,0.7-1.2万/月,10-17
系统运维工程师,福建亿策金点在线教育科技有限公司...,福州,6-8千/月,10-17
产品经理,福建亿策金点在线教育科技有限公司...,福州,1-1.5万/月,10-17
通信网络优化工程师,中国移动通信集团设计院有限公司浙...,福州-台江区,12-18万/年,10-17
PHP开发工程师,福建中瑞文化发展集团有限公司,福州,0.8-1.5万/月,10-17
ETL开发工程师,上海羿海信息科技有限公司,福州-闽侯县,1-1.5万/月,10-16
数据测试工程师,福州龙腾简合网络技术有限公司,福州,6-9千/月,10-14
高级算法挖掘工程师,福州龙腾简合网络技术有限公司,福州,2-3.5万/月,10-14
项目经理,福建数联慧科信息科技有限公司,福州-台江区,0.8-1.5万/月,10-12
大数据研发工程师,长威信息科技发展股份有限公司,福州,3.5-4.5千/月,12-04
数据挖掘工程师（大数据方向）,福州咸鱼科技有限公司,福州,2-3千/月,12-04
业务分析实习生（大数据）,福州咸鱼科技有限公司,福州,1.5千以下/月,12-04
高级大数据开发工程师,弘扬软件股份有限公司,福州-仓山区,1.5-2千/月,12-04
数据分析师,弘扬软件股份有限公司,福州-仓山区,1.5千以下/月,12-04
